ID,Age,AgeClass,Education,MaritalStatus,Children,Income,IncomeClass,Wines,Fruits,Meat,Fish,Sweet,Gold,TotalExpense,NumWeb,NumCatalog,NumStore,Cmp1,Cmp2
2320,47,Ger.X-BB,2n Cycle,Married,1,47025.0,Low,508,11,59,23,5,29,635,11,1,6,0,0
850,57,BB-Others,Graduation,Single,1,70566.0,High,381,28,215,84,28,21,757,6,5,9,0,0
4713,46,Ger.X-BB,PhD,Married,1,31605.0,Very Low,74,0,42,2,1,6,125,2,1,4,0,0
675,52,Ger.X-BB,Master,Divorced,2,52034.0,Medium,146,0,93,7,13,73,332,4,2,5,0,0
5025,46,Ger.X-BB,Graduation,Single,1,48526.0,Low,23,17,23,43,20,9,135,2,1,4,0,0
2308,71,BB-Others,Graduation,Married,1,46734.0,Low,110,5,137,26,23,29,330,6,1,5,0,0
5995,63,BB-Others,Graduation,Divorced,2,39552.0,Low,165,3,147,4,24,41,384,6,2,5,0,0
6749,59,BB-Others,Graduation,Single,2,86358.0,High,957,47,494,82,47,95,1722,5,3,6,0,0
1010,48,Ger.X-BB,Graduation,Together,3,46931.0,Low,41,0,17,3,1,16,78,1,1,3,0,0
8977,40,Ger.X,Basic,Single,0,16581.0,Very Low,1,3,4,2,3,11,24,0,0,3,0,0
4756,73,BB-Others,2n Cycle,Divorced,0,63998.0,Medium,176,29,818,0,33,112,1168,7,6,11,0,0
3412,74,BB-Others,Master,Married,1,67381.0,Medium,815,8,53,11,0,70,957,2,2,9,0,0
606,58,BB-Others,Graduation,Single,2,25930.0,Very Low,6,1,2,2,0,4,15,1,0,2,0,0
5961,47,Ger.X-BB,Graduation,Married,1,42693.0,Low,8,4,20,6,3,16,57,1,0,3,0,0
2975,49,Ger.X-BB,Graduation,Together,1,85606.0,High,717,42,864,219,30,84,1956,6,7,9,1,0
2894,40,Ger.X,Graduation,Single,0,72903.0,High,1067,138,750,0,19,39,2013,7,5,8,1,0
7613,51,Ger.X-BB,2n Cycle,Together,1,49669.0,Low,166,5,107,11,8,29,326,5,1,6,0,0
10542,57,BB-Others,PhD,Married,2,36778.0,Low,29,4,34,2,4,4,77,3,0,3,0,0
8015,63,BB-Others,PhD,Divorced,0,85696.0,High,714,76,395,116,0,12,1313,4,6,9,0,0
10617,36,Ger.X,Master,Divorced,0,10979.0,Very Low,8,4,10,2,2,4,30,3,0,3,0,0
11166,64,BB-Others,Graduation,Married,1,49678.0,Low,229,5,56,3,2,20,315,6,2,4,0,0
849,72,BB-Others,Master,Together,1,56129.0,Medium,320,48,133,39,72,48,660,6,2,10,0,0
523,36,Ger.X,Graduation,Married,1,37155.0,Low,23,0,26,7,15,3,74,2,0,4,0,0
4066,47,Ger.X-BB,2n Cycle,Divorced,1,21282.0,Very Low,1,5,8,4,8,20,46,2,1,2,0,0
8414,63,BB-Others,PhD,Single,1,33419.0,Very Low,56,0,12,0,0,18,86,2,0,4,0,0
819,80,BB-Others,Graduation,Widow,0,63285.0,Medium,508,124,249,50,38,134,1103,6,5,13,0,0
4961,51,Ger.X-BB,Master,Together,1,21255.0,Very Low,29,0,25,2,2,3,61,2,1,4,0,0
749,44,Ger.X,Graduation,Together,1,42162.0,Low,46,7,59,2,4,27,145,3,1,3,0,0
5430,69,BB-Others,Graduation,Together,2,54450.0,Medium,454,0,171,8,19,32,684,9,2,8,0,0
7755,71,BB-Others,PhD,Married,1,57744.0,Medium,350,3,39,0,0,19,411,9,1,4,0,0
10525,39,Ger.X,Graduation,Single,1,26576.0,Very Low,10,0,8,0,0,9,27,1,0,2,0,0
1453,82,BB-Others,PhD,Widow,0,57513.0,Medium,735,40,183,52,20,30,1060,9,3,13,0,0
8310,61,BB-Others,Graduation,Together,1,68142.0,Medium,897,126,196,91,112,37,1459,10,4,7,0,0
10710,46,Ger.X-BB,Graduation,Married,1,7705.92,Very Low,5,2,3,3,0,5,18,1,0,2,0,0
5031,51,Ger.X-BB,Graduation,Together,0,83145.0,High,777,35,731,39,137,114,1833,5,9,11,0,0
2613,65,BB-Others,Master,Married,1,54197.0,Medium,162,6,37,6,13,13,237,1,3,6,0,0
213,62,BB-Others,PhD,Single,2,23091.0,Very Low,35,0,11,0,0,2,48,2,1,3,0,0
967,49,Ger.X-BB,Graduation,Married,2,46049.0,Low,342,9,112,19,14,19,515,5,2,9,0,0
1077,51,Ger.X-BB,Graduation,Together,0,56715.0,Medium,258,105,239,237,172,9,1020,7,3,4,0,0
7959,64,BB-Others,Graduation,Married,0,79410.0,High,658,80,483,123,13,13,1370,3,2,5,0,0
640,74,BB-Others,Graduation,Married,1,57304.0,Medium,356,80,329,138,17,106,1026,7,6,10,0,0
4252,60,BB-Others,Graduation,Married,1,44375.0,Low,213,5,28,7,7,41,301,4,1,6,0,0
8432,69,BB-Others,Graduation,Together,2,54450.0,Medium,454,0,171,8,19,32,684,9,2,8,0,0
6218,60,BB-Others,Graduation,Married,1,59594.0,Medium,457,4,29,0,0,9,499,8,1,7,0,0
6905,31,Milennials,Graduation,Together,0,80685.0,High,241,45,604,34,26,54,1004,6,4,10,0,0
5922,51,Ger.X-BB,PhD,Married,1,40344.0,Low,210,0,6,0,0,2,218,4,1,5,0,0
3598,53,Ger.X-BB,Graduation,Married,1,62710.0,Medium,441,35,83,7,29,11,606,4,2,12,0,0
6116,57,BB-Others,2n Cycle,Married,1,48985.0,Low,19,13,18,10,7,8,75,1,1,3,0,0
6263,57,BB-Others,Graduation,Together,3,35322.0,Very Low,28,9,37,12,7,13,106,2,0,4,0,0
10486,77,BB-Others,Graduation,Married,0,77142.0,High,476,75,162,29,151,97,990,4,4,8,0,0
2410,56,BB-Others,Graduation,Single,0,81657.0,High,364,40,425,158,60,50,1097,3,4,8,0,0
193,29,Milennials,Basic,Married,0,14421.0,Very Low,0,0,2,3,3,8,16,1,0,2,0,0
3363,51,Ger.X-BB,2n Cycle,Married,0,20130.0,Very Low,0,6,3,7,6,12,34,1,0,3,0,0
8278,35,Ger.X,PhD,Married,0,74214.0,High,863,83,547,86,99,33,1711,8,2,5,0,0
10660,68,BB-Others,Master,Married,2,66726.0,Medium,349,7,35,0,0,47,438,8,2,4,0,0
8686,46,Ger.X-BB,Basic,Together,1,23724.0,Very Low,5,23,15,0,18,14,75,2,0,3,0,0
1604,65,BB-Others,Master,Married,1,47353.0,Low,184,2,19,8,8,4,225,2,2,6,0,0
5907,73,BB-Others,Master,Married,2,33444.0,Very Low,8,0,8,0,0,2,18,1,0,2,0,0
10669,44,Ger.X,Graduation,Married,1,54386.0,Medium,277,21,64,62,21,25,470,3,2,10,0,0
2918,44,Ger.X,Graduation,Divorced,2,28510.0,Very Low,44,5,19,0,4,19,91,2,0,4,0,0
5735,34,Milennials,Master,Single,0,90638.0,High,1156,120,915,94,144,96,2525,3,4,10,0,0
359,75,BB-Others,Graduation,Together,1,48070.0,Low,373,14,83,6,9,19,504,8,2,6,0,0
8387,68,BB-Others,Graduation,Married,1,43140.0,Low,134,8,76,6,0,11,235,4,1,5,0,0
1829,64,BB-Others,PhD,Divorced,1,54959.0,Medium,1148,0,60,0,0,24,1232,9,5,4,0,0
3839,67,BB-Others,Basic,Single,2,15056.0,Very Low,6,12,3,21,6,40,88,2,2,3,0,0
9392,54,Ger.X-BB,Graduation,Single,1,26954.0,Very Low,4,1,11,0,0,1,17,1,0,2,0,0
2292,40,Ger.X,Graduation,Single,1,22327.0,Very Low,5,4,8,2,0,5,24,1,0,3,0,0
10466,60,BB-Others,Graduation,Married,2,44393.0,Low,24,2,20,2,2,10,60,1,0,4,0,0
9855,73,BB-Others,PhD,Single,1,62000.0,Medium,899,0,101,0,0,20,1020,6,6,13,1,0
4088,63,BB-Others,PhD,Together,1,31497.0,Very Low,108,1,28,13,1,4,155,3,1,4,0,0
5231,51,Ger.X-BB,2n Cycle,Married,2,45894.0,Low,27,2,7,0,2,13,51,1,0,3,0,0
590,55,BB-Others,Master,Divorced,0,78579.0,High,816,66,549,216,66,99,1812,5,6,4,0,0
8732,56,BB-Others,Master,Widow,1,67369.0,Medium,1298,0,70,37,14,42,1461,7,4,10,0,0
2315,65,BB-Others,Graduation,Divorced,1,58401.0,Medium,10,0,11,17,29,29,96,1,2,2,0,0
3515,73,BB-Others,Graduation,Single,1,62307.0,Medium,87,13,34,10,6,10,160,4,0,4,0,0
2245,56,BB-Others,Master,Married,2,43641.0,Low,57,2,51,4,2,23,139,2,1,4,0,0
6283,57,BB-Others,Master,Divorced,1,63841.0,Medium,635,15,100,20,7,131,908,9,3,9,0,0
2246,60,BB-Others,2n Cycle,Married,1,46891.0,Low,43,12,23,29,15,61,183,2,1,4,0,0
6606,56,BB-Others,Master,Married,1,70091.0,High,964,34,137,15,0,11,1161,5,2,10,0,0
5545,53,Ger.X-BB,PhD,Married,0,78075.0,High,572,8,259,34,35,80,988,3,5,5,0,0
7342,64,BB-Others,2n Cycle,Widow,1,59184.0,Medium,341,142,113,259,151,66,1072,6,6,12,0,0
837,48,Ger.X-BB,Graduation,Married,2,54809.0,Medium,63,6,57,13,13,22,174,2,1,5,0,0
9500,66,BB-Others,Graduation,Married,1,58113.0,Medium,221,104,169,102,78,84,758,9,2,8,0,0
3602,67,BB-Others,Master,Married,1,51412.0,Medium,140,3,29,4,5,14,195,3,2,4,0,0
234,46,Ger.X-BB,Graduation,Divorced,1,15287.0,Very Low,1,2,8,4,3,13,31,1,1,2,0,0
2995,68,BB-Others,Master,Together,0,66636.0,Medium,291,10,689,84,10,0,1084,3,4,9,0,0
1118,69,BB-Others,Master,Married,1,50965.0,Low,544,13,85,8,6,29,685,10,4,5,0,0
7789,60,BB-Others,PhD,Married,0,84618.0,High,684,100,801,21,66,0,1672,6,9,10,0,0
3068,35,Ger.X,Graduation,Married,0,18351.0,Very Low,1,12,9,0,14,7,43,2,0,3,0,0
8955,68,BB-Others,PhD,Together,2,40451.0,Low,35,0,4,0,0,10,49,1,1,2,0,0
945,60,BB-Others,Graduation,Together,1,36317.0,Low,87,3,25,3,2,13,133,3,0,4,0,0
5644,68,BB-Others,Graduation,Together,1,42213.0,Low,309,3,24,4,3,20,363,5,1,7,0,0
7192,70,BB-Others,Graduation,Together,1,65748.0,Medium,172,73,93,95,78,34,545,2,4,10,0,0
2324,53,Ger.X-BB,Graduation,Together,1,77044.0,High,625,38,242,50,34,76,1065,7,11,11,0,0
697,56,BB-Others,Graduation,Together,0,74918.0,High,972,59,913,25,19,59,2047,5,9,6,0,0
3439,53,Ger.X-BB,Graduation,Married,2,56721.0,Medium,157,6,39,6,13,75,296,4,1,5,0,0
1506,50,Ger.X-BB,Graduation,Single,2,42160.0,Low,48,9,45,3,15,20,140,2,1,4,0,0
232,60,BB-Others,Graduation,Single,1,61559.0,Medium,279,83,88,32,14,34,530,4,2,10,0,0
8876,62,BB-Others,PhD,Together,2,33629.0,Very Low,132,0,16,0,0,4,152,3,1,4,0,0
4500,34,Milennials,PhD,Together,0,68682.0,High,919,0,505,99,30,45,1598,4,9,10,0,0
9739,62,BB-Others,Graduation,Single,1,34377.0,Very Low,62,0,22,3,1,26,114,2,2,2,0,0
10395,39,Ger.X,Basic,Single,1,8940.0,Very Low,1,45,3,4,6,42,101,3,1,3,0,0
1176,52,Ger.X-BB,Graduation,Married,1,26228.0,Very Low,2,6,4,3,1,9,25,1,0,2,0,0
1627,68,BB-Others,2n Cycle,Divorced,0,77297.0,High,408,61,109,48,122,41,789,5,7,9,1,0
938,44,Ger.X,Graduation,Married,2,40211.0,Low,51,1,7,2,1,25,87,2,1,2,0,0
2740,67,BB-Others,PhD,Widow,2,33438.0,Very Low,62,1,16,3,2,6,90,2,1,4,0,0
257,66,BB-Others,PhD,Married,1,75032.0,High,952,12,180,47,12,12,1215,5,4,9,0,0
4058,70,BB-Others,PhD,Single,0,61284.0,Medium,618,15,106,20,7,45,811,11,2,8,0,0
7736,39,Ger.X,Graduation,Married,1,22518.0,Very Low,11,7,12,2,2,27,61,2,1,2,0,0
8210,50,Ger.X-BB,Master,Married,1,54730.0,Medium,318,3,17,4,7,56,405,4,1,8,0,0
833,70,BB-Others,Master,Married,2,38452.0,Low,56,0,14,0,0,2,72,3,0,3,0,0
6230,54,Ger.X-BB,Graduation,Divorced,2,44421.0,Low,110,5,59,7,1,7,189,5,0,4,0,0
7325,39,Ger.X,PhD,Together,1,38197.0,Low,23,0,11,2,1,3,40,1,0,3,0,0
1307,47,Ger.X-BB,Graduation,Divorced,1,41986.0,Low,27,5,8,8,3,12,63,3,0,4,0,0
1502,42,Ger.X,Graduation,Together,1,28427.0,Very Low,18,3,19,3,3,6,52,2,0,3,0,0
6211,49,Ger.X-BB,PhD,Together,1,37395.0,Low,18,0,9,0,1,11,39,1,0,3,0,0
843,54,Ger.X-BB,Graduation,Married,1,64722.0,Medium,303,0,280,60,147,15,805,8,2,11,0,0
4174,69,BB-Others,Master,Together,1,55249.0,Medium,97,1,19,2,0,11,130,2,1,4,0,0
9757,53,Ger.X-BB,Graduation,Together,0,84906.0,High,997,15,414,99,30,76,1631,5,6,12,0,1
6918,36,Ger.X,Graduation,Married,1,28691.0,Very Low,5,4,13,8,0,4,34,1,0,3,0,0
286,73,BB-Others,Graduation,Single,2,44213.0,Low,95,11,35,0,4,7,152,2,1,5,0,0
11086,41,Ger.X,Basic,Single,1,25707.0,Very Low,1,6,2,3,6,3,21,1,0,3,0,0
1921,58,BB-Others,PhD,Married,3,59062.0,Medium,46,1,12,3,0,9,71,2,0,3,0,0
4138,63,BB-Others,Graduation,Single,1,76624.0,High,411,106,147,54,115,66,899,5,10,7,0,0
7718,78,BB-Others,Master,Together,0,66000.0,Medium,244,51,270,101,0,45,711,1,3,5,0,0
1291,47,Ger.X-BB,PhD,Together,1,27683.0,Very Low,152,9,121,12,12,45,351,6,2,4,0,0
6862,54,Ger.X-BB,Graduation,Divorced,0,7705.92,Very Low,1,1,3,1,1,1,8,0,0,0,0,0
4136,33,Milennials,Basic,Single,1,7705.92,Very Low,10,17,18,8,26,40,119,3,2,2,0,0
803,57,BB-Others,Graduation,Together,2,40521.0,Low,12,0,5,0,0,4,21,0,1,2,0,0
4298,52,Ger.X-BB,PhD,Together,1,20427.0,Very Low,5,0,4,0,0,1,10,1,0,2,0,0
10833,50,Ger.X-BB,Graduation,Married,1,65106.0,Medium,790,19,133,12,0,19,973,8,3,13,0,0
9606,60,BB-Others,PhD,Married,0,69969.0,High,882,29,514,38,29,44,1536,4,2,6,1,0
8534,73,BB-Others,Graduation,Married,2,67433.0,Medium,615,28,259,12,48,30,992,6,5,13,0,0
5153,58,BB-Others,PhD,Married,1,77766.0,High,1004,59,265,115,59,27,1529,11,10,11,0,0
961,53,Ger.X-BB,Graduation,Married,1,74716.0,High,133,27,421,13,195,71,860,7,3,5,0,0
5011,62,BB-Others,Graduation,Divorced,1,68118.0,Medium,595,23,123,10,23,154,928,8,9,4,0,0
6653,55,BB-Others,PhD,Married,2,55158.0,Medium,293,0,87,4,11,23,418,7,2,5,0,0
9094,70,BB-Others,2n Cycle,Married,1,62972.0,Medium,313,15,47,20,0,192,587,7,4,3,0,0
810,50,Ger.X-BB,Graduation,Married,1,74190.0,High,151,81,86,168,91,64,641,4,2,11,0,0
5493,49,Ger.X-BB,Graduation,Married,2,39356.0,Low,15,0,2,0,0,6,23,1,0,2,0,0
2147,56,BB-Others,Graduation,Together,0,76653.0,High,736,63,946,219,189,126,2279,4,7,11,1,0
5107,52,Ger.X-BB,PhD,Divorced,2,35860.0,Low,15,0,8,4,2,20,49,1,1,2,0,0
3979,42,Ger.X,PhD,Divorced,0,90687.0,High,982,17,672,23,34,51,1779,6,2,8,0,0
6049,43,Ger.X,Master,Together,0,73450.0,High,1142,51,415,90,69,37,1804,7,8,11,1,0
8147,65,BB-Others,Graduation,Married,2,31454.0,Very Low,28,0,11,0,0,9,48,2,0,3,0,0
1857,73,BB-Others,Graduation,Single,2,47139.0,Low,46,0,12,0,2,23,83,2,1,2,0,0
3910,50,Ger.X-BB,Graduation,Divorced,0,83829.0,High,897,161,430,186,161,27,1862,4,7,6,1,0
5207,62,BB-Others,PhD,Married,2,53378.0,Medium,489,6,152,8,6,132,793,9,4,6,0,0
11114,55,BB-Others,Graduation,Together,1,19656.0,Very Low,25,4,9,6,8,32,84,2,1,3,0,0
5429,77,BB-Others,PhD,Married,1,45579.0,Low,145,1,33,2,1,1,183,4,1,4,0,0
9400,67,BB-Others,2n Cycle,Single,0,85485.0,High,630,26,611,44,18,54,1383,6,6,6,0,0
1740,81,BB-Others,Graduation,Married,0,55956.0,Medium,760,38,104,50,9,38,999,7,3,4,0,0
7488,62,BB-Others,Master,Single,1,64191.0,Medium,420,15,186,151,38,15,825,5,3,13,0,0
195,53,Ger.X-BB,Graduation,Single,1,38808.0,Low,125,17,52,3,19,30,246,5,1,4,0,0
635,59,BB-Others,Master,Married,2,57183.0,Medium,464,5,64,7,0,70,610,9,1,7,0,0
7527,57,BB-Others,Master,Divorced,1,23748.0,Very Low,6,6,29,12,15,8,76,2,1,3,0,0
10319,54,Ger.X-BB,Graduation,Married,1,66303.0,Medium,1090,12,96,16,12,60,1286,3,4,11,0,0
2296,50,Ger.X-BB,Master,Married,1,37368.0,Low,3,2,11,2,2,10,30,1,0,2,0,0
10637,61,BB-Others,Graduation,Married,3,40800.0,Low,24,0,27,8,30,10,99,3,0,3,0,0
2931,47,Ger.X-BB,Graduation,Divorced,0,71847.0,High,737,21,106,55,63,210,1192,6,7,9,1,0
907,50,Ger.X-BB,Graduation,Married,1,46149.0,Low,254,6,71,4,0,27,362,5,1,7,0,0
3698,42,Ger.X,Graduation,Together,0,78687.0,High,817,185,687,145,55,241,2130,4,6,8,0,0
9516,54,Ger.X-BB,2n Cycle,Divorced,0,49118.0,Low,620,54,239,99,98,119,1229,9,7,10,0,1
679,68,BB-Others,PhD,Married,2,37633.0,Low,13,4,20,0,0,1,38,1,0,3,0,0
7384,74,BB-Others,Master,Together,0,39767.0,Low,113,61,204,34,26,47,485,7,1,7,0,0
5043,74,BB-Others,Basic,Married,0,26997.0,Very Low,7,23,78,133,49,144,434,4,2,5,0,0
5267,55,BB-Others,Graduation,Divorced,1,33986.0,Very Low,16,2,18,2,1,5,44,1,0,3,0,0
339,53,Ger.X-BB,PhD,Married,1,57091.0,Medium,462,0,24,6,0,4,496,9,2,5,0,0
2516,56,BB-Others,2n Cycle,Married,2,46831.0,Low,22,2,10,6,4,34,78,1,2,2,0,0
9010,53,Ger.X-BB,Master,Married,0,83151.0,High,968,147,842,137,42,210,2346,5,7,10,1,0
378,54,Ger.X-BB,Graduation,Married,0,52531.0,Medium,283,112,151,51,72,125,794,7,2,10,0,0
4808,69,BB-Others,Graduation,Married,0,15759.0,Very Low,1,2,5,6,0,3,17,1,0,2,0,0
5068,54,Ger.X-BB,Graduation,Single,1,22804.0,Very Low,14,1,7,2,1,1,26,2,0,2,0,0
7628,52,Ger.X-BB,2n Cycle,Married,1,43050.0,Low,30,5,24,6,3,8,76,2,0,4,0,0
7128,48,Ger.X-BB,PhD,Single,2,42997.0,Low,4,0,5,0,1,5,15,1,0,2,0,0
2811,62,BB-Others,PhD,Single,2,48918.0,Low,52,0,9,0,0,1,62,1,0,4,0,0
3551,71,BB-Others,Master,Together,1,60033.0,Medium,62,1,57,19,11,48,198,2,1,5,0,0
1663,47,Ger.X-BB,PhD,Together,1,34043.0,Very Low,20,2,14,3,0,10,49,2,0,2,0,0
5543,59,BB-Others,Graduation,Together,1,57811.0,Medium,545,7,114,37,21,78,802,7,2,11,0,0
1577,79,BB-Others,Graduation,Married,0,78569.0,High,558,79,622,207,175,95,1736,4,6,4,0,0
10641,47,Ger.X-BB,Graduation,Single,2,7705.92,Very Low,6,5,4,13,4,25,57,2,1,3,0,0
5336,54,Ger.X-BB,Master,Together,1,94384.0,High,39,1,9,2,0,8,59,1,0,1,0,0
6024,72,BB-Others,Graduation,Together,0,94384.0,High,1111,24,790,160,45,172,2302,5,8,5,1,0
1878,40,Ger.X,2n Cycle,Married,0,23148.0,Very Low,4,6,8,6,3,10,37,2,0,3,0,0
3099,55,BB-Others,Graduation,Divorced,2,44267.0,Low,183,5,65,3,5,49,310,5,2,4,0,0
6055,46,Ger.X-BB,Graduation,Married,0,71626.0,High,546,72,376,94,145,72,1305,5,5,8,0,0
5841,59,BB-Others,Graduation,Together,1,60894.0,Medium,606,7,155,10,0,54,832,10,3,8,0,0
3972,49,Ger.X-BB,Graduation,Together,2,50200.0,Low,266,6,51,8,6,64,401,7,1,5,0,0
4394,60,BB-Others,PhD,Married,0,81051.0,High,1142,29,249,38,29,14,1501,5,5,12,0,0
5758,43,Ger.X,Graduation,Married,0,65169.0,Medium,1074,0,69,0,0,46,1189,10,4,13,1,1
6658,53,Ger.X-BB,Graduation,Together,1,59868.0,Medium,771,51,154,54,10,154,1194,11,2,12,0,0
4603,65,BB-Others,PhD,Married,1,65695.0,Medium,371,32,189,0,58,6,656,5,4,10,0,0
8427,69,BB-Others,Master,Single,0,64857.0,Medium,556,14,717,210,0,43,1540,7,5,10,0,0
10260,60,BB-Others,Master,Together,1,45143.0,Low,202,5,74,11,5,14,311,6,1,5,0,0
7143,70,BB-Others,2n Cycle,Together,1,74805.0,High,209,162,209,41,162,37,820,4,7,10,0,0
8789,36,Ger.X,2n Cycle,Married,1,59060.0,Medium,35,40,111,36,40,12,274,3,1,7,0,0
6197,63,BB-Others,PhD,Single,2,27238.0,Very Low,37,0,17,0,0,3,57,3,0,3,0,0
4554,60,BB-Others,Graduation,Together,1,47009.0,Low,171,45,73,59,10,90,448,3,2,8,0,0
4937,52,Ger.X-BB,2n Cycle,Married,2,46094.0,Low,12,2,20,3,2,5,44,1,0,3,0,0
1920,53,Ger.X-BB,Graduation,Married,2,40321.0,Low,44,4,21,6,0,27,102,3,0,3,0,0
8749,41,Ger.X,Graduation,Together,1,37235.0,Low,20,2,9,4,6,20,61,1,1,2,0,0
1650,65,BB-Others,Master,Married,0,81843.0,High,779,86,537,34,69,138,1643,5,9,12,0,0
10377,67,BB-Others,Master,Together,1,46692.0,Low,170,6,97,24,12,88,397,6,1,5,0,0
9206,57,BB-Others,Graduation,Together,1,77382.0,High,491,48,231,112,105,134,1121,5,7,12,0,0
10971,48,Ger.X-BB,Graduation,Single,2,37774.0,Low,173,8,107,7,2,176,473,7,2,3,0,0
6398,51,Ger.X-BB,Basic,Married,1,18393.0,Very Low,7,10,13,16,0,4,50,3,0,3,0,0
9212,63,BB-Others,Master,Married,1,72828.0,High,1205,0,235,19,14,205,1678,6,3,13,0,0
7937,43,Ger.X,Graduation,Married,0,24711.0,Very Low,10,7,25,6,3,7,58,3,0,3,0,0
839,50,Ger.X-BB,PhD,Married,1,45503.0,Low,97,4,44,6,1,18,170,3,1,4,0,0
4246,43,Ger.X,Master,Single,0,7705.92,Very Low,67,11,26,4,3,262,373,1,0,1,0,0
158,80,BB-Others,PhD,Together,0,71604.0,High,345,53,528,98,75,97,1196,8,3,5,0,0
4832,46,Ger.X-BB,Graduation,Married,1,27244.0,Very Low,6,5,17,3,24,46,101,2,2,2,0,0
5621,56,BB-Others,Graduation,Married,2,48752.0,Low,73,57,100,71,15,0,316,6,1,5,0,0
1945,63,BB-Others,Graduation,Married,1,71434.0,High,711,36,217,172,96,168,1400,7,4,7,1,0
5147,77,BB-Others,Graduation,Single,0,90842.0,High,774,70,118,182,187,93,1424,4,9,13,0,0
2535,47,Ger.X-BB,Master,Married,1,88097.0,High,163,0,480,0,126,75,844,6,5,8,1,0
11039,50,Ger.X-BB,Graduation,Married,1,51948.0,Medium,82,33,54,71,30,41,311,5,2,4,0,0
9495,43,Ger.X,Graduation,Together,0,71853.0,High,358,108,413,141,97,32,1149,2,8,6,0,0
9635,42,Ger.X,Master,Married,0,35876.0,Low,66,2,40,4,3,14,129,3,1,3,0,0
2173,73,BB-Others,Graduation,Widow,1,40049.0,Low,13,6,7,0,3,3,32,1,0,3,0,0
942,43,Ger.X,Graduation,Single,1,39660.0,Low,139,13,78,20,13,36,299,7,1,3,0,0
9386,63,BB-Others,Graduation,Together,1,50127.0,Low,274,0,21,4,6,15,320,5,1,6,0,0
5510,48,Ger.X-BB,Master,Married,1,43263.0,Low,262,6,61,0,10,102,441,5,2,6,0,0
873,76,BB-Others,Master,Married,2,62845.0,Medium,1099,0,45,0,0,34,1178,3,4,10,0,0
2253,35,Ger.X,Graduation,Married,0,18929.0,Very Low,32,0,8,23,4,18,85,1,0,4,0,0
5181,43,Ger.X,Basic,Single,1,24367.0,Very Low,2,4,2,0,11,5,24,1,0,2,0,0
979,50,Ger.X-BB,Graduation,Single,1,33249.0,Very Low,6,10,21,19,14,42,112,2,1,3,0,0
10390,66,BB-Others,2n Cycle,Married,1,26887.0,Very Low,6,7,4,3,4,6,30,1,0,3,0,0
4698,42,Ger.X,PhD,Married,0,50150.0,Low,135,46,92,65,61,11,410,5,2,7,0,0
7793,49,Ger.X-BB,Graduation,Together,1,62061.0,Medium,641,7,84,0,30,38,800,10,4,7,0,0
1745,63,BB-Others,PhD,Divorced,0,85696.0,High,714,76,395,116,0,12,1313,4,6,9,0,0
10590,69,BB-Others,PhD,Together,0,76542.0,High,794,73,573,0,29,14,1483,4,8,10,0,0
5080,32,Milennials,Graduation,Single,0,70515.0,High,420,0,452,182,64,140,1258,6,6,4,0,0
8369,38,Ger.X,Graduation,Together,1,18227.0,Very Low,1,2,7,4,3,11,28,0,1,2,0,0
5232,60,BB-Others,Graduation,Married,1,69139.0,High,86,12,75,33,15,6,227,4,1,5,0,0
2407,43,Ger.X,Graduation,Married,0,69109.0,High,823,25,459,124,29,95,1555,6,6,7,0,0
3834,63,BB-Others,Graduation,Single,1,69627.0,High,231,161,215,171,30,53,861,8,2,11,0,0
7912,47,Ger.X-BB,Graduation,Married,1,38136.0,Low,8,15,27,0,20,33,103,3,1,2,0,0
7712,79,BB-Others,PhD,Single,0,62159.0,Medium,182,17,259,77,70,29,634,6,2,10,0,0
1065,62,BB-Others,Graduation,Single,0,80695.0,High,557,129,984,193,37,18,1918,5,8,5,0,0
7275,54,Ger.X-BB,Master,Single,2,33316.0,Very Low,79,1,31,4,4,12,131,2,1,4,0,0
1343,57,BB-Others,Graduation,Together,2,58554.0,Medium,368,24,68,38,0,88,586,8,2,6,0,0
1384,33,Milennials,Basic,Married,1,17256.0,Very Low,6,4,14,8,8,22,62,2,1,2,0,0
9967,51,Ger.X-BB,Graduation,Divorced,2,53034.0,Medium,160,15,196,15,11,50,447,6,1,7,0,0
6181,75,BB-Others,2n Cycle,Together,0,52203.0,Medium,488,21,238,56,108,28,939,8,7,11,0,0
10507,48,Ger.X-BB,2n Cycle,Divorced,1,59601.0,Medium,691,7,69,0,7,23,797,2,2,7,0,0
2674,67,BB-Others,Master,Single,1,75154.0,High,543,10,205,160,143,82,1143,6,3,6,0,0
2698,49,Ger.X-BB,Graduation,Single,1,47025.0,Low,254,7,108,20,0,26,415,6,3,5,0,0
3231,52,Ger.X-BB,Graduation,Married,1,37971.0,Low,5,4,10,2,2,7,30,1,0,3,0,0
4096,57,BB-Others,Master,Divorced,1,41335.0,Low,112,19,21,16,14,5,187,4,1,4,0,0
10476,67,BB-Others,Graduation,Married,1,67267.0,Medium,134,11,59,15,2,30,251,3,2,5,0,0
5948,50,Ger.X-BB,Graduation,Single,1,57338.0,Medium,143,6,52,11,8,17,237,4,1,5,0,0
9140,65,BB-Others,2n Cycle,Together,2,50523.0,Low,51,4,24,4,7,1,91,2,0,4,0,0
10258,60,BB-Others,Master,Single,3,35791.0,Low,27,0,5,0,0,3,35,1,0,3,0,0
5675,65,BB-Others,PhD,Divorced,1,50611.0,Low,459,0,24,6,0,4,493,4,5,7,0,0
